trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,m_pos,m_gap,optimizer,weight_decay
14,0.00599002785189256,0.00599002785189256,0.0031900400263227663,3.5560743660547806e-05,64,256,256,0.4787667130371704,0.18092299808087098,adam,1.0187635895685474e-05
15,0.005518187481738494,0.005518187481738494,0.002742988218058231,1.1248613366724764e-05,128,512,256,0.44015312731162154,0.14827077917949763,adamw,0.000981824756903747
16,0.27031143066828206,0.27031143066828206,0.24047183468937874,0.00013088003137324127,256,256,256,0.47220065584060594,0.20811745154333672,sgd,3.7654648590342216e-05
17,0.0025678843159996248,0.0025678843159996248,0.001634910081514709,7.386508325927118e-05,64,1024,128,0.5052963938694718,0.10624501099193238,adam,0.000188887005879354
18,0.08519446417470049,0.08519446417470049,0.04810513354315879,2.7270351292603972e-05,64,768,256,0.43737417299432024,0.1544701641774106,sgd,0.0001385847923883385
19,0.008841983288820292,0.008841983288820292,0.0053212067540912966,1.7162945621261104e-05,64,256,256,0.46584868226999493,0.21279874111556638,adam,6.327754983612125e-05
20,0.0013735422646761408,0.0013735422646761408,0.0010840553888694466,7.123498417990455e-05,128,512,256,0.43653456977913807,0.08409225570642262,adamw,2.0612781170206732e-05
21,0.022638402204504426,0.022638402204504426,0.011783422157168388,0.0005560094986576656,512,512,128,0.558778807460104,0.24585935328685685,sgd,0.0006636044762855568
22,0.3021821957461688,0.3021821957461688,0.26990542113780974,0.0002630197869185312,1024,512,768,0.4948196368120492,0.243021123896456,sgd,1.6079706158073564e-05
23,0.3111729503286128,0.3111729503286128,0.2787592202425003,0.0002073160407652295,1024,512,768,0.5188015947144589,0.2254048206115143,sgd,1.002325164414201e-05
24,0.3320778702594796,0.3320778702594796,0.3003731548786163,0.0001455910609411196,1024,512,768,0.554712491533362,0.2030055709482882,sgd,2.1644811219075063e-05
25,0.011588440807845891,0.011588440807845891,0.006268892053049058,0.0003731252865233215,256,512,256,0.4298900360078881,0.1659219077417204,sgd,4.089929580288999e-05
26,0.010329903749635026,0.010329903749635026,0.00547263715416193,0.00010745476406241598,1024,256,768,0.44611379089639386,0.23178433623818892,adam,1.4119771677246693e-05
27,0.009709399098337354,0.009709399098337354,0.004283393037306726,5.139407545095126e-05,64,768,256,0.46819215323574614,0.12798512766409514,sgd,0.00011482569330535044
28,0.180051398187666,0.180051398187666,0.12782517198924045,3.257633673544915e-05,64,1024,768,0.5141968542875849,0.21890562889792792,sgd,2.7561248005852673e-05
29,0.010747183380382401,0.010747183380382401,0.006443792674690485,9.057926329192444e-05,1024,512,256,0.4582251512660322,0.2481955327573641,adam,1.2920291614459912e-05
30,0.010358155467452444,0.010358155467452444,0.005542352888733148,2.068257671872274e-05,1024,768,128,0.5290645965196794,0.1956050775133213,adamw,2.3315679422674618e-05
31,0.0022604779930718777,0.0022604779930718777,0.002166314423084259,0.0004637990094203299,512,256,768,0.49077775337915247,0.10644485897149489,adamw,4.6875503706359996e-05
32,0.0043788284267660006,0.0043788284267660006,0.0020094813429750503,3.2328148058826815e-05,1024,768,768,0.5478713359069333,0.0875296473607762,adamw,0.0003258711736697869
33,0.004574749685291733,0.004574749685291733,0.001917928142938763,1.5421164133698556e-05,1024,768,768,0.5290630655443705,0.07217378314622622,adamw,0.0003047242774272596
34,0.0033021444687619805,0.0033021444687619805,0.0015539419138804079,6.325214692138331e-05,1024,768,768,0.5154073416079316,0.09037098166468777,adamw,0.0004966160280623606
35,0.0034676555945652022,0.0034676555945652022,0.0015250855562044308,2.437782473211141e-05,512,256,768,0.5009807801274258,0.05078042607477747,adamw,0.00024964059910484324
36,0.153864551109148,0.153864551109148,0.1272029264052962,4.564705095762939e-05,64,512,768,0.530872932230899,0.06177540723581365,sgd,0.00015311869106204802
37,0.0015030571276603666,0.0015030571276603666,0.002131053327790556,0.00022457485162797152,128,1024,768,0.4850733886400132,0.13485540844031918,adamw,8.690567858285234e-05
38,0.0026876958726626604,0.0026876958726626604,0.0016082432804978453,0.00014932233377733419,256,512,128,0.5466777096738134,0.07723390004056595,adam,0.0004528633455752636
39,0.026019787301457774,0.026019787301457774,0.005798504767927585,4.058541477789458e-05,64,768,256,0.4296284206128886,0.09928989783543116,sgd,3.099158258966439e-05
40,0.1970091436286362,0.1970091436286362,0.17908626645803452,1.4265489994810162e-05,1024,256,768,0.5188211077972261,0.0629084585095193,sgd,5.682887964835691e-05
41,0.008221229494972988,0.008221229494972988,0.005428700626287965,2.46621544697331e-05,64,512,256,0.4474390325688692,0.23455002108716871,adam,1.8066284708596216e-05
42,0.0028440686398927047,0.0028440686398927047,0.0018601742398459465,0.0003160062752874044,512,256,768,0.45874879428407117,0.12166262669235323,adamw,0.0002088951240791293
43,0.0010908680412044026,0.0010908680412044026,0.0013153909938409924,0.000930826888126965,512,256,768,0.42048126696127186,0.0757144140170828,adamw,0.00059258658423689
44,0.0016768902860349044,0.0016768902860349044,0.0014652076410129667,0.0006518026905463989,512,256,768,0.4822378366238436,0.09477229332982506,adamw,0.0003529574867556181
45,0.004453617515165967,0.004453617515165967,0.0025693240226246417,5.4820199767512266e-05,512,256,256,0.49757866885693086,0.11301282205179411,adamw,0.000819053247063088
46,0.0036008625309312536,0.0036008625309312536,0.0015234798491431199,0.0003784197554360659,64,1024,768,0.5098748340948905,0.058832476683327924,adam,0.00024456174268469864
47,0.2340918164271528,0.2340918164271528,0.20487647909152357,9.120154591054548e-05,128,256,256,0.47308600037559756,0.17371420379353608,sgd,0.00017375970662758766
48,0.0030743988034913263,0.0030743988034913263,0.0026302688376745207,0.00011297367260487841,256,768,128,0.5353441412311354,0.13925776609405396,adam,0.00011013262497881513
49,0.001290132907711259,0.001290132907711259,0.0013554411900235685,0.00016977700968789832,64,512,256,0.5243625978652751,0.0814425019919971,adamw,8.250518057579472e-05
50,0.1597009257090335,0.1597009257090335,0.14395958483219146,3.962535748297499e-05,1024,256,768,0.4289031456607525,0.10367583200718089,sgd,1.2584481123216388e-05
