trial_number,best_train_loss,final_train_loss,final_val_loss,lr,batch_size,internal_layer_size,output_dim,margin,optimizer,weight_decay
31,0.0662537810335658,0.0662537810335658,0.05628694165498018,0.0002530763049925093,512,512,256,0.7847868405750801,adamw,0.0002651005244211883
32,0.07525181219992315,0.07525181219992315,0.06159815942026248,1.085592193448114e-05,64,768,256,0.7934049346515325,adamw,2.3183966418305263e-05
33,0.06161506036898301,0.06161506036898301,0.05304521939177422,0.0001260146346924551,64,768,256,0.7750955977783455,adamw,2.08272971786167e-05
34,0.06349145629641648,0.06349145629641648,0.054853138436747204,0.00016557201738811773,64,768,256,0.7882107518720582,adamw,9.714265353720302e-05
35,0.06154535354489862,0.06154535354489862,0.05245775176556247,8.645338316487303e-05,64,768,128,0.7657302049287129,adam,1.3111536267048658e-05
36,0.07353957841286854,0.07353957841286854,0.05980838853865862,4.283336259730705e-05,512,256,256,0.778362869642742,adamw,3.441858598577377e-05
37,0.10943758653481599,0.10943758653481599,0.09053330589085817,0.00032274630561604864,256,768,256,0.7953254694546988,sgd,2.9519487305318733e-05
38,0.06308098171590543,0.06308098171590543,0.05257132314145565,0.00014461013789657452,1024,512,128,0.7525470402851498,adam,6.773569380235356e-05
39,0.13103557331368443,0.13103557331368443,0.1170411665416971,3.257486372822338e-05,128,768,256,0.7899468370248078,sgd,0.00015891459662123323
40,0.06045116101864127,0.06045116101864127,0.05163891041639504,0.0008723172294256451,64,256,768,0.7598720053353663,adamw,5.745561612962896e-05
41,0.1431230527951437,0.1431230527951437,0.13004474803993973,9.297544305739123e-05,128,512,768,0.7984352367041447,sgd,1.565703975165893e-05
42,0.11756319615105673,0.11756319615105673,0.10392637204402572,1.106071060875616e-05,64,768,128,0.7646430940662412,sgd,9.26347758357931e-05
43,0.11915229027822699,0.11915229027822699,0.1056106721234929,1.584088797757657e-05,64,768,128,0.7628048449335737,sgd,0.0007665587617924755
44,0.1089594510317764,0.1089594510317764,0.09374207381609899,2.2864936756030848e-05,64,768,128,0.7565970832859639,sgd,4.291286177298184e-05
45,0.09737801244833953,0.09737801244833953,0.08174076367905185,7.13481075197406e-05,64,1024,128,0.7675288089036133,sgd,0.00037488264180702375
46,0.12339359068352243,0.12339359068352243,0.1104136697947979,0.00019871187008168597,256,512,256,0.7501479970866844,sgd,2.7904980912532507e-05
47,0.12150678996528898,0.12150678996528898,0.10864400044083596,0.0005493906346858283,1024,768,768,0.7675226012147833,sgd,0.00022245282016477617
48,0.06663539408877188,0.06663539408877188,0.054272981733083724,4.9132832204135475e-05,512,512,128,0.7572040015796119,adam,0.0001263798033019051
49,0.11947277163529335,0.11947277163529335,0.10662470946583567,1.3316684040796998e-05,128,1024,256,0.760632894520746,sgd,8.599706551024887e-05
50,0.06686092374973852,0.06686092374973852,0.05531514905820227,6.32186334072906e-05,64,512,768,0.7837568842060499,adamw,0.0004967007110560776
