flag,model,bin_idx,bin_lo,bin_hi,n,error_rate,werr
digit_substitution,aligned_deja,2,0.014355868101119995,0.02157685160636902,798,0.08270676691729323,0.0014403803754868662
digit_substitution,aligned_deja,3,0.02157685160636902,0.029673337936401367,556,0.09172661870503597,0.0023527092856468913
digit_substitution,aligned_deja,4,0.029673337936401367,0.03430074453353882,127,0.10236220472440945,0.0032717327433308277
digit_substitution,aligned_deja,5,0.03430074453353882,0.04834541380405426,149,0.020134228187919462,0.0007920921248877608
digit_substitution,aligned_deja,6,0.04834541380405426,0.09781527519226074,61,0.0,0.0
digit_substitution,aligned_source,0,0.0,0.00802774727344513,830,0.3457831325301205,0.0012213774474270373
digit_substitution,aligned_source,1,0.00802774727344513,0.014777213335037231,762,0.16535433070866143,0.0017954338723280298
digit_substitution,aligned_source,2,0.014777213335037231,0.02207021415233612,821,0.07917174177831912,0.0014509552143668432
digit_substitution,aligned_source,3,0.02207021415233612,0.030103623867034912,544,0.07352941176470588,0.0019117795369204354
digit_substitution,aligned_source,4,0.030103623867034912,0.03491508960723877,114,0.14035087719298245,0.004553597224386115
digit_substitution,aligned_source,5,0.03491508960723877,0.049367728829383825,137,0.0,0.0
digit_substitution,aligned_source,6,0.049367728829383825,0.09365761280059814,71,0.014084507042253521,0.0007234392031817369
digit_substitution,aligned_pacifico,0,0.0,0.007944509387016296,842,0.36342042755344417,0.0012091239670959618
digit_substitution,aligned_pacifico,1,0.007944509387016296,0.014618337154388428,807,0.16480793060718713,0.001790301137992736
digit_substitution,aligned_pacifico,2,0.014618337154388428,0.02183227241039276,768,0.07291666666666667,0.0013023866340517998
digit_substitution,aligned_pacifico,3,0.02183227241039276,0.029759883880615234,539,0.07606679035250463,0.00192788569515844
digit_substitution,aligned_pacifico,4,0.029759883880615234,0.034644126892089844,127,0.11811023622047244,0.0037832081787229524
digit_substitution,aligned_pacifico,5,0.034644126892089844,0.049009972810745234,146,0.00684931506849315,0.00024665830886527284
digit_substitution,aligned_pacifico,6,0.049009972810745234,0.10089421272277832,50,0.02,0.0009864568710327148
